"id","offer","offer_value","rpe","vpe","ape","choice"
"5dcea7314d51e4107516c80d","offer14","0.45",0.4,278,166,"0"
"5dcea7314d51e4107516c80d","offer15","0.3",0.1,-22,64,"0"
"5dcea7314d51e4107516c80d","offer16","0.4",0.2,298,11,"0"
"5dcea7314d51e4107516c80d","offer17","0.35",0.2,310,-45,"0"
"5dcea7314d51e4107516c80d","offer18","0.4",0.35,428,-16,"0"
"5dcea7314d51e4107516c80d","offer19","0.5",0.35,403,313,"0"
"5dcea7314d51e4107516c80d","offer20","0.1",-0.1,10,269,"0"
"607ba9f40639e8a2c931d622","offer1","0.1",-0.15,-136,1,"0"
"607ba9f40639e8a2c931d622","offer2","0.1",0,-164,0,"0"
"607ba9f40639e8a2c931d622","offer3","0.05",-0.25,-196,1,"0"
"607ba9f40639e8a2c931d622","offer4","0.15",-0.15,-34,2,"0"
"607ba9f40639e8a2c931d622","offer5","0.05",-0.05,-65,-34,"0"
"607ba9f40639e8a2c931d622","offer6","0.2",0,-2,-8,"0"
"607ba9f40639e8a2c931d622","offer7","0.25",-0.15,-42,0,"0"
"607ba9f40639e8a2c931d622","offer8","0.2",0.1,4,-5,"0"
"607ba9f40639e8a2c931d622","offer9","0.15",0,-3,18,"0"
"607ba9f40639e8a2c931d622","offer10","0.25",0.15,-2,44,"0"
"607ba9f40639e8a2c931d622","offer11","0.3",0.05,1,12,"0"
"607ba9f40639e8a2c931d622","offer12","0.35",0,-32,-29,"0"
"607ba9f40639e8a2c931d622","offer13","0.4",0.15,93,3,"0"
"607ba9f40639e8a2c931d622","offer14","0.4",0.15,19,-1,"0"
"607ba9f40639e8a2c931d622","offer15","0.3",0,1,-1,"0"
"607ba9f40639e8a2c931d622","offer16","0.35",0.35,0,1,"0"
"607ba9f40639e8a2c931d622","offer17","0.45",0.25,129,1,"0"
"607ba9f40639e8a2c931d622","offer18","0.45",0.2,197,74,"0"
"607ba9f40639e8a2c931d622","offer19","0.5",0.3,120,-1,"0"
"607ba9f40639e8a2c931d622","offer20","0.5",0.25,186,1,"0"
"63bc74f63269af3a7bfcec7c","offer1","0.05",-0.4,-347,80,"1"
"63bc74f63269af3a7bfcec7c","offer2","0.2",-0.15,-96,-48,"0"
"63bc74f63269af3a7bfcec7c","offer3","0.3",-0.1,-44,-36,"0"
"63bc74f63269af3a7bfcec7c","offer4","0.35",-0.15,-181,-178,"0"
"63bc74f63269af3a7bfcec7c","offer5","0.5",0.2,315,196,"0"
"63bc74f63269af3a7bfcec7c","offer6","0.4",0.15,-45,51,"0"
"63bc74f63269af3a7bfcec7c","offer7","0.4",-0.1,-94,-80,"0"
"63bc74f63269af3a7bfcec7c","offer8","0.5",0.15,322,202,"0"
"63bc74f63269af3a7bfcec7c","offer9","0.25",-0.25,-269,-256,"0"
"63bc74f63269af3a7bfcec7c","offer10","0.05",-0.35,-283,-306,"1"
"63bc74f63269af3a7bfcec7c","offer11","0.15",-0.2,-46,-53,"1"
"63bc74f63269af3a7bfcec7c","offer12","0.2",-0.05,-46,60,"0"
"63bc74f63269af3a7bfcec7c","offer13","0.25",-0.15,-85,2,"0"
"63bc74f63269af3a7bfcec7c","offer14","0.3",-0.2,-146,-164,"0"
"63bc74f63269af3a7bfcec7c","offer15","0.45",0.25,212,203,"0"
"63bc74f63269af3a7bfcec7c","offer16","0.35",0.1,78,31,"0"
"63bc74f63269af3a7bfcec7c","offer17","0.45",0.05,112,150,"0"
"63bc74f63269af3a7bfcec7c","offer18","0.1",-0.2,-179,150,"1"
"63bc74f63269af3a7bfcec7c","offer19","0.1",-0.2,-215,206,"1"
"63bc74f63269af3a7bfcec7c","offer20","0.15",-0.15,-114,-19,"1"
"6479ef255eeda61e229715e4","offer1","0.45",0.05,28,71,"0"
"6479ef255eeda61e229715e4","offer2","0.25",-0.2,-79,-82,"0"
"6479ef255eeda61e229715e4","offer3","0.45",0.05,13,254,"0"
"6479ef255eeda61e229715e4","offer4","0.3",-0.15,20,-40,"0"
"6479ef255eeda61e229715e4","offer5","0.2",-0.25,20,-85,"0"
"6479ef255eeda61e229715e4","offer6","0.4",0,-19,159,"0"
"6479ef255eeda61e229715e4","offer7","0.15",-0.25,-33,-86,"0"
"6479ef255eeda61e229715e4","offer8","0.1",-0.35,-289,-193,"1"
"6479ef255eeda61e229715e4","offer9","0.2",-0.2,69,-117,"0"
"6479ef255eeda61e229715e4","offer10","0.25",-0.1,-19,17,"0"
"6479ef255eeda61e229715e4","offer11","0.15",-0.25,-67,-38,"0"
"6479ef255eeda61e229715e4","offer12","0.3",-0.1,44,-1,"0"
"6479ef255eeda61e229715e4","offer13","0.5",0.1,14,208,"0"
"6479ef255eeda61e229715e4","offer14","0.5",0.1,2,192,"0"
"6479ef255eeda61e229715e4","offer15","0.05",-0.35,-280,-101,"1"
"6479ef255eeda61e229715e4","offer16","0.05",-0.4,-222,-49,"1"
"6479ef255eeda61e229715e4","offer17","0.1",-0.3,-291,-113,"1"
"6479ef255eeda61e229715e4","offer18","0.4",0,48,22,"0"
"6479ef255eeda61e229715e4","offer19","0.35",-0.05,-14,224,"0"
"6479ef255eeda61e229715e4","offer20","0.35",-0.1,6,257,"0"
"65c2ae585665fc4b8b3eae80","offer1","0.1",-0.25,-9,-1,"0"
"65c2ae585665fc4b8b3eae80","offer2","0.05",-0.3,-9,1,"0"
"65c2ae585665fc4b8b3eae80","offer3","0.35",0,16,-1,"0"
"65c2ae585665fc4b8b3eae80","offer4","0.05",-0.3,-13,-1,"0"
"65c2ae585665fc4b8b3eae80","offer5","0.1",-0.25,-9,-2,"0"
"65c2ae585665fc4b8b3eae80","offer6","0.35",0,0,1,"0"
"65c2ae585665fc4b8b3eae80","offer7","0.25",-0.1,1,0,"0"
"65c2ae585665fc4b8b3eae80","offer8","0.4",0.05,81,5,"0"
"65c2ae585665fc4b8b3eae80","offer9","0.15",-0.2,-1,1,"0"
"65c2ae585665fc4b8b3eae80","offer10","0.45",0.1,157,11,"0"
"65c2ae585665fc4b8b3eae80","offer11","0.45",0.1,2,-1,"0"
"65c2ae585665fc4b8b3eae80","offer12","0.3",-0.05,0,0,"0"
"65c2ae585665fc4b8b3eae80","offer13","0.2",-0.15,-2,4,"0"
"65c2ae585665fc4b8b3eae80","offer14","0.15",-0.2,0,2,"0"
"65c2ae585665fc4b8b3eae80","offer15","0.4",0.05,35,-2,"0"
"65c2ae585665fc4b8b3eae80","offer16","0.25",-0.1,0,1,"0"
"65c2ae585665fc4b8b3eae80","offer17","0.5",0.15,161,7,"0"
"65c2ae585665fc4b8b3eae80","offer18","0.3",-0.05,0,-2,"0"
"65c2ae585665fc4b8b3eae80","offer19","0.2",-0.15,1,-2,"0"
"65c2ae585665fc4b8b3eae80","offer20","0.5",0.15,2,-1,"0"
"5dced33fc944d1018c53c520","offer1","0.05",-0.45,-1,-2,"0"
"5dced33fc944d1018c53c520","offer2","0.05",-0.2,-4,0,"0"
"5dced33fc944d1018c53c520","offer3","0.1",-0.15,-6,-2,"0"
"5dced33fc944d1018c53c520","offer4","0.15",-0.1,-1,1,"0"
"5dced33fc944d1018c53c520","offer5","0.15",-0.15,9,4,"0"
"5dced33fc944d1018c53c520","offer6","0.1",-0.3,4,5,"0"
"5dced33fc944d1018c53c520","offer7","0.2",-0.05,52,-2,"0"
"5dced33fc944d1018c53c520","offer8","0.25",0,42,3,"0"
"5dced33fc944d1018c53c520","offer9","0.25",-0.1,41,-1,"0"
"5dced33fc944d1018c53c520","offer10","0.3",-0.1,180,-3,"0"
"5dced33fc944d1018c53c520","offer11","0.2",-0.3,1,2,"0"
"5dced33fc944d1018c53c520","offer12","0.3",0.05,84,4,"0"
"5dced33fc944d1018c53c520","offer13","0.35",0,75,0,"0"
"5dced33fc944d1018c53c520","offer14","0.35",0.1,113,-2,"0"
"5dced33fc944d1018c53c520","offer15","0.4",0.15,178,-78,"0"
"5dced33fc944d1018c53c520","offer16","0.5",0.3,176,-126,"0"
"5dced33fc944d1018c53c520","offer17","0.4",-0.1,176,-27,"0"
"5dced33fc944d1018c53c520","offer18","0.5",0.25,217,-117,"0"
"5dced33fc944d1018c53c520","offer19","0.45",0.15,196,-42,"0"
"5dced33fc944d1018c53c520","offer20","0.45",0.2,190,-29,"0"
"5b0319e68d753d0001cc75c7","offer1","0.35",0.1,47,15,"0"
"5b0319e68d753d0001cc75c7","offer2","0.2",0.2,97,1,"0"
"5b0319e68d753d0001cc75c7","offer3","0.5",0.4,197,111,"0"
"5b0319e68d753d0001cc75c7","offer4","0.25",0,31,34,"0"
"5b0319e68d753d0001cc75c7","offer5","0.5",0.5,357,151,"0"
"5b0319e68d753d0001cc75c7","offer6","0.3",0.3,106,-1,"0"
"5b0319e68d753d0001cc75c7","offer7","0.3",0.1,12,0,"0"
"5b0319e68d753d0001cc75c7","offer8","0.45",0.45,343,147,"0"
"5b0319e68d753d0001cc75c7","offer9","0.25",-0.25,-272,3,"0"
"5b0319e68d753d0001cc75c7","offer10","0.05",0.05,-28,153,"0"
"5b0319e68d753d0001cc75c7","offer11","0.05",-0.3,-202,-12,"0"
"5b0319e68d753d0001cc75c7","offer12","0.45",0.1,85,131,"0"
"5b0319e68d753d0001cc75c7","offer13","0.15",0.15,172,0,"0"
"5b0319e68d753d0001cc75c7","offer14","0.35",0.35,191,-2,"0"
"5b0319e68d753d0001cc75c7","offer15","0.2",0.2,214,10,"0"
"5b0319e68d753d0001cc75c7","offer16","0.4",0.4,317,78,"0"
"5b0319e68d753d0001cc75c7","offer17","0.4",0.4,103,-1,"0"
"5b0319e68d753d0001cc75c7","offer18","0.1",0.1,170,0,"0"
"5b0319e68d753d0001cc75c7","offer19","0.1",0.1,13,2,"0"
"5b0319e68d753d0001cc75c7","offer20","0.15",-0.1,-56,-1,"0"
"6129781ecb8007ce6248a915","offer1","0.4",0.3,305,152,"0"
"6129781ecb8007ce6248a915","offer2","0.2",-0.15,-114,157,"1"
"6129781ecb8007ce6248a915","offer3","0.15",-0.25,-263,3,"1"
"6129781ecb8007ce6248a915","offer4","0.05",-0.15,-99,210,"1"
"6129781ecb8007ce6248a915","offer5","0.45",0.05,104,49,"0"
"6129781ecb8007ce6248a915","offer6","0.4",0.1,66,125,"0"
"6129781ecb8007ce6248a915","offer7","0.05",-0.35,-272,76,"1"
"6129781ecb8007ce6248a915","offer8","0.2",0.05,-83,-145,"1"
"6129781ecb8007ce6248a915","offer9","0.15",-0.15,-114,139,"1"
"6129781ecb8007ce6248a915","offer10","0.25",0.05,-32,-13,"0"
"6129781ecb8007ce6248a915","offer11","0.25",-0.15,-340,42,"0"
"6129781ecb8007ce6248a915","offer12","0.5",0.1,100,224,"0"
"6129781ecb8007ce6248a915","offer13","0.45",0.2,295,205,"0"
"6129781ecb8007ce6248a915","offer14","0.1",-0.05,-81,105,"1"
"6129781ecb8007ce6248a915","offer15","0.1",-0.2,-143,182,"1"
"6129781ecb8007ce6248a915","offer16","0.35",0.3,398,34,"0"
"6129781ecb8007ce6248a915","offer17","0.3",0.05,-119,-5,"0"
"6129781ecb8007ce6248a915","offer18","0.3",0.05,97,-91,"0"
"6129781ecb8007ce6248a915","offer19","0.35",0.1,116,-62,"0"
"6129781ecb8007ce6248a915","offer20","0.5",0.3,263,115,"0"
"5f6a47e882e9cd0e1d6bbb8a","offer1","0.15",-0.25,-364,-256,"1"
"5f6a47e882e9cd0e1d6bbb8a","offer2","0.05",-0.45,-419,67,"1"
"5f6a47e882e9cd0e1d6bbb8a","offer3","0.05",-0.2,-69,265,"1"
"5f6a47e882e9cd0e1d6bbb8a","offer4","0.1",-0.4,-467,42,"1"
"5f6a47e882e9cd0e1d6bbb8a","offer5","0.15",-0.3,-419,-22,"1"
"5f6a47e882e9cd0e1d6bbb8a","offer6","0.25",0.1,120,-10,"0"
"5f6a47e882e9cd0e1d6bbb8a","offer7","0.1",-0.35,-407,123,"1"
"5f6a47e882e9cd0e1d6bbb8a","offer8","0.2",0.05,-48,-36,"1"
"5f6a47e882e9cd0e1d6bbb8a","offer9","0.2",-0.2,-327,-246,"1"
"5f6a47e882e9cd0e1d6bbb8a","offer10","0.3",-0.2,-255,-6,"1"
"5f6a47e882e9cd0e1d6bbb8a","offer11","0.25",-0.05,-250,-173,"1"
"5f6a47e882e9cd0e1d6bbb8a","offer12","0.35",-0.15,-162,-55,"0"
"5f6a47e882e9cd0e1d6bbb8a","offer13","0.3",-0.2,-129,-113,"0"
"5f6a47e882e9cd0e1d6bbb8a","offer14","0.35",-0.05,-105,-184,"0"
"5f6a47e882e9cd0e1d6bbb8a","offer15","0.4",0,126,41,"0"
"5f6a47e882e9cd0e1d6bbb8a","offer16","0.5",0.4,362,173,"0"
"5f6a47e882e9cd0e1d6bbb8a","offer17","0.45",0.05,123,144,"0"
"5f6a47e882e9cd0e1d6bbb8a","offer18","0.45",0,8,1,"0"
"5f6a47e882e9cd0e1d6bbb8a","offer19","0.5",0,113,157,"0"
"5f6a47e882e9cd0e1d6bbb8a","offer20","0.4",0.05,2,-17,"0"
"651f8f555a5fde411587c859","offer1","0.1",-0.1,-184,127,"0"
"651f8f555a5fde411587c859","offer2","0.2",0,-10,-13,"0"
"651f8f555a5fde411587c859","offer3","0.4",0,-118,-36,"0"
"651f8f555a5fde411587c859","offer4","0.5",0.1,108,152,"0"
"651f8f555a5fde411587c859","offer5","0.15",-0.15,-238,171,"0"
"651f8f555a5fde411587c859","offer6","0.15",-0.15,-190,104,"0"
"651f8f555a5fde411587c859","offer7","0.35",0.05,125,29,"0"
"651f8f555a5fde411587c859","offer8","0.05",-0.15,-221,196,"0"
"651f8f555a5fde411587c859","offer9","0.2",0,-41,-33,"0"
"651f8f555a5fde411587c859","offer10","0.45",0.15,141,146,"0"
"651f8f555a5fde411587c859","offer11","0.05",-0.25,-277,168,"0"
"651f8f555a5fde411587c859","offer12","0.4",0.1,100,73,"0"
"651f8f555a5fde411587c859","offer13","0.25",0.05,135,-8,"0"
"651f8f555a5fde411587c859","offer14","0.45",0.25,167,150,"0"
"651f8f555a5fde411587c859","offer15","0.3",0.1,178,-15,"0"
"651f8f555a5fde411587c859","offer16","0.35",0.15,143,68,"0"
"651f8f555a5fde411587c859","offer17","0.3",0,-26,-24,"0"
"651f8f555a5fde411587c859","offer18","0.25",0.05,113,12,"0"
"651f8f555a5fde411587c859","offer19","0.1",-0.1,-201,146,"0"
"651f8f555a5fde411587c859","offer20","0.5",0.2,110,155,"0"
"5d89106d1719af0001ee23e5","offer1","0.25",0,-94,-94,"1"
"5d89106d1719af0001ee23e5","offer2","0.3",-0.2,-69,-137,"0"
"5d89106d1719af0001ee23e5","offer3","0.05",-0.05,-8,-185,"1"
"5d89106d1719af0001ee23e5","offer4","0.1",-0.4,-234,75,"1"
"5d89106d1719af0001ee23e5","offer5","0.4",0.1,77,27,"0"
"5d89106d1719af0001ee23e5","offer6","0.45",-0.05,2,-37,"0"
"5d89106d1719af0001ee23e5","offer7","0.15",-0.35,-94,-181,"1"
"5d89106d1719af0001ee23e5","offer8","0.35",-0.15,-18,-39,"0"
"5d89106d1719af0001ee23e5","offer9","0.25",-0.25,-137,-170,"0"
"5d89106d1719af0001ee23e5","offer10","0.5",0,98,102,"0"
"5d89106d1719af0001ee23e5","offer11","0.35",-0.15,-36,-48,"0"
"5d89106d1719af0001ee23e5","offer12","0.1",-0.4,-240,129,"1"
"5d89106d1719af0001ee23e5","offer13","0.15",-0.35,-203,-233,"1"
"5d89106d1719af0001ee23e5","offer14","0.05",-0.45,-275,76,"1"
"5d89106d1719af0001ee23e5","offer15","0.2",-0.05,-152,-151,"1"
"5d89106d1719af0001ee23e5","offer16","0.3",0,-2,6,"0"
"5d89106d1719af0001ee23e5","offer17","0.2",-0.3,-139,-232,"1"
"5d89106d1719af0001ee23e5","offer18","0.45",-0.05,-1,0,"0"
"5d89106d1719af0001ee23e5","offer19","0.4",-0.1,1,1,"0"
"5d89106d1719af0001ee23e5","offer20","0.5",0,220,78,"0"
"5c10724111fe9a00013cd815","offer1","0.4",-0.1,-42,-3,"0"
"5c10724111fe9a00013cd815","offer2","0.15",-0.35,-143,-3,"0"
"5c10724111fe9a00013cd815","offer3","0.5",0,282,2,"0"
"5c10724111fe9a00013cd815","offer4","0.15",-0.35,-237,1,"0"
"5c10724111fe9a00013cd815","offer5","0.4",-0.1,67,3,"0"
"5c10724111fe9a00013cd815","offer6","0.25",-0.25,-158,-1,"0"
"5c10724111fe9a00013cd815","offer7","0.1",-0.4,-278,-1,"0"
"5c10724111fe9a00013cd815","offer8","0.5",0,79,6,"0"
"5c10724111fe9a00013cd815","offer9","0.25",-0.25,-166,3,"0"
"5c10724111fe9a00013cd815","offer10","0.2",-0.3,-331,1,"0"
"5c10724111fe9a00013cd815","offer11","0.3",-0.2,-127,5,"0"
"5c10724111fe9a00013cd815","offer12","0.1",-0.4,-102,1,"0"
"5c10724111fe9a00013cd815","offer13","0.2",-0.3,-8,-8,"0"
"5c10724111fe9a00013cd815","offer14","0.45",-0.05,444,-3,"0"
"5c10724111fe9a00013cd815","offer15","0.05",-0.45,-46,0,"0"
"5c10724111fe9a00013cd815","offer16","0.35",-0.15,6,-1,"0"
"5c10724111fe9a00013cd815","offer17","0.05",-0.45,-242,-1,"0"
"5c10724111fe9a00013cd815","offer18","0.35",-0.15,438,-1,"0"
"5c10724111fe9a00013cd815","offer19","0.45",-0.05,173,5,"0"
"5c10724111fe9a00013cd815","offer20","0.3",-0.2,-215,-1,"0"
"57e7bb4e73e67300012b8e2a","offer1","0.3",-0.05,-128,-71,"1"
"57e7bb4e73e67300012b8e2a","offer2","0.35",-0.15,-71,-117,"1"
"57e7bb4e73e67300012b8e2a","offer3","0.3",0,-122,-99,"1"
"57e7bb4e73e67300012b8e2a","offer4","0.2",-0.3,-269,-321,"1"
"57e7bb4e73e67300012b8e2a","offer5","0.05",-0.1,-90,290,"1"
"57e7bb4e73e67300012b8e2a","offer6","0.1",-0.05,-213,-127,"1"
"57e7bb4e73e67300012b8e2a","offer7","0.5",0.05,160,99,"0"
"57e7bb4e73e67300012b8e2a","offer8","0.05",-0.3,-292,-259,"1"
"57e7bb4e73e67300012b8e2a","offer9","0.4",0.1,26,30,"0"
"57e7bb4e73e67300012b8e2a","offer10","0.35",0.15,-127,-179,"1"
"57e7bb4e73e67300012b8e2a","offer11","0.25",-0.15,-139,-140,"1"
"57e7bb4e73e67300012b8e2a","offer12","0.45",0.1,67,32,"0"
"57e7bb4e73e67300012b8e2a","offer13","0.5",0.2,246,305,"0"
"57e7bb4e73e67300012b8e2a","offer14","0.1",-0.25,-252,-115,"1"
"57e7bb4e73e67300012b8e2a","offer15","0.4",0.1,42,63,"0"
"57e7bb4e73e67300012b8e2a","offer16","0.45",0.3,374,374,"0"
"57e7bb4e73e67300012b8e2a","offer17","0.2",0,-100,288,"1"
"57e7bb4e73e67300012b8e2a","offer18","0.15",0.05,-76,253,"1"
"57e7bb4e73e67300012b8e2a","offer19","0.25",-0.05,-187,218,"1"
"57e7bb4e73e67300012b8e2a","offer20","0.15",-0.25,-248,-234,"1"
"64da2accd7f18b0adeede7ba","offer1","0.1",-0.4,-433,58,"1"
"64da2accd7f18b0adeede7ba","offer2","0.05",-0.45,-442,90,"1"
"64da2accd7f18b0adeede7ba","offer3","0.05",-0.4,-212,92,"1"
"64da2accd7f18b0adeede7ba","offer4","0.1",-0.2,-161,15,"1"
"64da2accd7f18b0adeede7ba","offer5","0.15",-0.25,-208,6,"0"
"64da2accd7f18b0adeede7ba","offer6","0.25",0,144,34,"0"
"64da2accd7f18b0adeede7ba","offer7","0.2",-0.15,-237,59,"0"
"64da2accd7f18b0adeede7ba","offer8","0.15",0,42,-2,"0"
"64da2accd7f18b0adeede7ba","offer9","0.2",-0.1,-38,7,"0"
"64da2accd7f18b0adeede7ba","offer10","0.25",-0.2,-264,14,"0"
"64da2accd7f18b0adeede7ba","offer11","0.3",-0.05,-123,-16,"0"
"64da2accd7f18b0adeede7ba","offer12","0.35",-0.1,-113,-36,"0"
"64da2accd7f18b0adeede7ba","offer13","0.35",0.05,93,-7,"0"
"64da2accd7f18b0adeede7ba","offer14","0.3",-0.15,-217,23,"0"
"64da2accd7f18b0adeede7ba","offer15","0.4",-0.05,96,58,"0"
"64da2accd7f18b0adeede7ba","offer16","0.45",0,105,49,"0"
"64da2accd7f18b0adeede7ba","offer17","0.4",0,8,12,"0"
"64da2accd7f18b0adeede7ba","offer18","0.5",0.1,132,107,"0"
"64da2accd7f18b0adeede7ba","offer19","0.5",0.3,280,78,"0"
"64da2accd7f18b0adeede7ba","offer20","0.45",0.05,85,53,"0"
"602bff07a6fada440d3c4f6b","offer1","0.25",-0.1,-130,3,"0"
"602bff07a6fada440d3c4f6b","offer2","0.1",-0.15,-178,-200,"1"
"602bff07a6fada440d3c4f6b","offer3","0.05",-0.15,-110,-195,"1"
"602bff07a6fada440d3c4f6b","offer4","0.35",-0.05,-16,-29,"0"
"602bff07a6fada440d3c4f6b","offer5","0.45",0.3,198,-2,"0"
"602bff07a6fada440d3c4f6b","offer6","0.1",-0.1,-214,-235,"1"
"602bff07a6fada440d3c4f6b","offer7","0.2",0,-122,-88,"1"
"602bff07a6fada440d3c4f6b","offer8","0.3",0.05,19,9,"0"
"602bff07a6fada440d3c4f6b","offer9","0.05",-0.25,-245,-180,"1"
"602bff07a6fada440d3c4f6b","offer10","0.4",0.05,20,11,"0"
"602bff07a6fada440d3c4f6b","offer11","0.5",0.2,250,214,"0"
"602bff07a6fada440d3c4f6b","offer12","0.5",0,135,188,"0"
"602bff07a6fada440d3c4f6b","offer13","0.2",-0.2,-268,-219,"1"
"602bff07a6fada440d3c4f6b","offer14","0.15",-0.1,-120,-154,"1"
"602bff07a6fada440d3c4f6b","offer15","0.3",-0.05,-18,13,"1"
"602bff07a6fada440d3c4f6b","offer16","0.15",0,-24,-85,"1"
"602bff07a6fada440d3c4f6b","offer17","0.35",0.05,34,-1,"0"
"602bff07a6fada440d3c4f6b","offer18","0.4",0.15,57,4,"0"
"602bff07a6fada440d3c4f6b","offer19","0.25",0,6,8,"0"
"602bff07a6fada440d3c4f6b","offer20","0.45",0.15,291,154,"0"
"5b1f185488ee7400012b4b5c","offer1","0.1",-0.35,-162,-201,"1"
"5b1f185488ee7400012b4b5c","offer2","0.3",0.2,139,24,"0"
"5b1f185488ee7400012b4b5c","offer3","0.2",0.15,-55,-4,"0"
"5b1f185488ee7400012b4b5c","offer4","0.4",0.1,134,154,"0"
"5b1f185488ee7400012b4b5c","offer5","0.25",0.05,346,84,"0"
"5b1f185488ee7400012b4b5c","offer6","0.4",0.15,44,141,"0"
"5b1f185488ee7400012b4b5c","offer7","0.2",-0.05,-75,1,"1"
"5b1f185488ee7400012b4b5c","offer8","0.5",0.45,202,243,"0"
"5b1f185488ee7400012b4b5c","offer9","0.5",0.45,-2,241,"0"
"5b1f185488ee7400012b4b5c","offer10","0.05",-0.05,-10,216,"0"
"5b1f185488ee7400012b4b5c","offer11","0.1",0,-9,236,"0"
"5b1f185488ee7400012b4b5c","offer12","0.35",0.25,187,-3,"0"
"5b1f185488ee7400012b4b5c","offer13","0.15",0.05,26,5,"1"
"5b1f185488ee7400012b4b5c","offer14","0.35",0.3,315,71,"0"
"5b1f185488ee7400012b4b5c","offer15","0.45",0.4,317,4,"0"
"5b1f185488ee7400012b4b5c","offer16","0.15",0.1,2,21,"0"
"5b1f185488ee7400012b4b5c","offer17","0.25",0.2,205,4,"0"
"5b1f185488ee7400012b4b5c","offer18","0.05",-0.1,6,-1,"0"
"5b1f185488ee7400012b4b5c","offer19","0.3",0.25,125,62,"0"
"5b1f185488ee7400012b4b5c","offer20","0.45",0.3,-6,348,"0"
"63a0f27fca07899904e593f1","offer1","0.1",-0.4,-435,9,"0"
"63a0f27fca07899904e593f1","offer2","0.2",-0.3,-238,-204,"0"
"63a0f27fca07899904e593f1","offer3","0.1",-0.4,-225,-230,"0"
"63a0f27fca07899904e593f1","offer4","0.15",-0.35,-220,-170,"0"
"63a0f27fca07899904e593f1","offer5","0.45",-0.05,-72,-137,"0"
"63a0f27fca07899904e593f1","offer6","0.45",-0.05,-50,-14,"0"
"63a0f27fca07899904e593f1","offer7","0.4",-0.1,-27,-44,"0"
"63a0f27fca07899904e593f1","offer8","0.2",-0.3,-237,-202,"0"
"63a0f27fca07899904e593f1","offer9","0.15",-0.35,-209,-199,"0"
"63a0f27fca07899904e593f1","offer10","0.05",-0.45,-430,-229,"0"
"63a0f27fca07899904e593f1","offer11","0.35",-0.15,-208,-199,"0"
"63a0f27fca07899904e593f1","offer12","0.35",-0.15,-108,-87,"0"
"63a0f27fca07899904e593f1","offer13","0.25",-0.25,-200,-146,"0"
"63a0f27fca07899904e593f1","offer14","0.4",-0.1,-169,-40,"0"
"63a0f27fca07899904e593f1","offer15","0.5",0,10,-14,"0"
"63a0f27fca07899904e593f1","offer16","0.3",-0.2,-29,-211,"0"
"63a0f27fca07899904e593f1","offer17","0.5",0,1,22,"0"
"63a0f27fca07899904e593f1","offer18","0.25",-0.25,-199,-188,"0"
"63a0f27fca07899904e593f1","offer19","0.05",-0.45,-401,-231,"0"
"63a0f27fca07899904e593f1","offer20","0.3",-0.2,-195,-169,"0"
"5dd299a27f1bbf2a83554ecf","offer1","0.4",0.3,111,-4,"1"
"5dd299a27f1bbf2a83554ecf","offer2","0.15",0,18,-9,"1"
"5dd299a27f1bbf2a83554ecf","offer3","0.1",-0.15,-67,-99,"1"
"5dd299a27f1bbf2a83554ecf","offer4","0.5",0.4,95,59,"0"
"5dd299a27f1bbf2a83554ecf","offer5","0.3",0.05,19,23,"1"
"5dd299a27f1bbf2a83554ecf","offer6","0.25",0.1,-10,-4,"1"
"5dd299a27f1bbf2a83554ecf","offer7","0.1",-0.25,2,-91,"1"
"5dd299a27f1bbf2a83554ecf","offer8","0.35",0.15,-1,-5,"1"
"5dd299a27f1bbf2a83554ecf","offer9","0.3",0.05,6,-23,"1"
"5dd299a27f1bbf2a83554ecf","offer10","0.25",-0.05,-11,-35,"1"
"5dd299a27f1bbf2a83554ecf","offer11","0.05",-0.15,-91,18,"1"
"5dd299a27f1bbf2a83554ecf","offer12","0.4",0.15,73,13,"1"
"5dd299a27f1bbf2a83554ecf","offer13","0.05",-0.1,-80,-53,"1"
"5dd299a27f1bbf2a83554ecf","offer14","0.5",0.3,0,-17,"0"
"5dd299a27f1bbf2a83554ecf","offer15","0.2",0.05,-35,-22,"1"
"5dd299a27f1bbf2a83554ecf","offer16","0.15",0.1,-77,-24,"1"
"5dd299a27f1bbf2a83554ecf","offer17","0.45",0.25,17,13,"1"
"5dd299a27f1bbf2a83554ecf","offer18","0.45",0.35,25,118,"1"
"5dd299a27f1bbf2a83554ecf","offer19","0.2",0,-39,23,"1"
"5dd299a27f1bbf2a83554ecf","offer20","0.35",0.15,97,43,"1"
"628fa75dcf7f7273127b4614","offer1","0.25",-0.2,-274,-288,"1"
"628fa75dcf7f7273127b4614","offer2","0.35",-0.05,-165,-135,"1"
"628fa75dcf7f7273127b4614","offer3","0.5",0.2,130,143,"0"
"628fa75dcf7f7273127b4614","offer4","0.3",0,-186,-212,"1"
"628fa75dcf7f7273127b4614","offer5","0.05",-0.25,-278,-299,"1"
"628fa75dcf7f7273127b4614","offer6","0.05",-0.2,-276,-260,"1"
"628fa75dcf7f7273127b4614","offer7","0.1",-0.3,-339,-362,"1"
"628fa75dcf7f7273127b4614","offer8","0.45",-0.05,299,272,"0"
"628fa75dcf7f7273127b4614","offer9","0.35",0,-260,-240,"1"
"628fa75dcf7f7273127b4614","offer10","0.3",-0.2,-9,-3,"1"
"628fa75dcf7f7273127b4614","offer11","0.2",-0.25,-302,-304,"1"
